ID, STARTLOCATION,STARTREGION,AGGREGATEDTYPE,MONEYEARNED,DISTANCE,startDayOfWeek,CHARITYNAME,EMISSIONSSAVED,STARTTIME
16117,"Liverpool","England","Bike","0.54",11,"FRIDAY","Die Arche",1127.3955,15
11264,"Leeds","England","Run","0.04",1,"SUNDAY","Die Arche",75.73617192749687,13
4822,"Dundee","Scotland","Run","0.28",6,"TUESDAY","Tafel Deutschland",614.9939103351533,15
4484,"City of London","England","Run","0.95",19,"SATURDAY",,2007.3164667196838,11
9612,"Wolverhampton","England","Run","0.40",8,"THURSDAY","Die Arche",850.5851389912184,10
11265,"Leeds","England","Run","0.02",1,"MONDAY","Die Arche",58.673330262607266,15
9685,"Coventry","England","Run","0.40",8,"WEDNESDAY","Die Arche",833.6642021179549,5
5100,"Norwich","England","Run","1.68",34,"SATURDAY","Tafel Deutschland",3553.655659538597,10
4824,"Glasgow","Scotland","Run","0.28",6,"TUESDAY","Die Arche",577.732664436705,15
11352,"York","England","Bike","0.13",3,"FRIDAY","Die Arche",280.29858207997387,21
9696,"Worcester","England","Run","0.40",8,"THURSDAY","Viva con Agua",843.4180146201793,9
5794,"Portsmouth","England","Run","1.02",20,"SUNDAY","Die Arche",2135.39285298343,10
11371,"Chichester","England","Run","0.07",1,"TUESDAY","Viva con Agua",153.80802748611939,16
9701,"Worcester","England","Run","0.40",8,"THURSDAY","Die Arche",841.698660717889,8
5806,"Worcester","England","Bike","0.82",17,"MONDAY","Viva con Agua",1753.1156899879818,11
4827,"Glasgow","Scotland","Run","0.28",6,"TUESDAY","Die Arche",586.2487835262243,15
11399,"Leeds","England","Bike","0.14",3,"THURSDAY","Viva con Agua",291.2863851610025,21
9702,"Worcester","England","Run","0.41",8,"THURSDAY","Die Arche",880.4702557304905,7
5807,"Worcester","England","Bike","0.91",18,"SUNDAY","Viva con Agua",1913.7209818943159,9
16146,"Ripon","England","Bike","0.70",14,"SATURDAY","Die Arche",1484.1435,11
11445,"Liverpool","England","Bike","0.14",3,"SATURDAY","Tafel Deutschland",310.77048120129933,23
9718,"Chichester","England","Run","0.38",8,"TUESDAY","Die Arche",804.4336061621957,7
4859,"Aberdeen","Scotland","Run","0.32",6,"MONDAY","Tafel Deutschland",663.7400989799615,11
5846,"City of London","England","Bike","1.14",23,"SUNDAY","Die Arche",2416.9678055843247,10
11536,"Bradford","England","Run","0.07",1,"FRIDAY","Viva con Agua",115.37461368090028,16
16154,"Salford","England","Run","0.59",12,"MONDAY","Tafel Deutschland",1260,8
9751,"Liverpool","England","Run","0.39",8,"TUESDAY","Viva con Agua",815.4269273915108,5
5856,"Carlisle","England","Bike","5.34",107,"SATURDAY","Tafel Deutschland",11239.096834565647,8
4890,"Inverness","Scotland","Run","0.78",16,"THURSDAY","Die Arche",1636.8032870222337,17
11542,"Bradford","England","Run","0.20",3,"SUNDAY","Viva con Agua",354.19796074344464,21
16165,"Ely","England","Bike","0.56",11,"WEDNESDAY","Die Arche",1168.5345,14
9785,"Southampton","England","Bike","0.38",8,"MONDAY","Viva con Agua",789.9148675181381,18
5864,"Wakefield","England","Bike","2.02",41,"SUNDAY","Die Arche",4269.101177609611,9
11550,"Sheffield","England","Run","0.04",1,"MONDAY","Viva con Agua",62.54997020267073,10
9821,"Leeds","England","Run","0.41",8,"MONDAY","Viva con Agua",873.7390503485087,4
4974,"Aberdeen","Scotland","Run","0.29",6,"MONDAY","Die Arche",628.6284039220646,11
5979,"Portsmouth","England","Bike","0.89",18,"FRIDAY","Die Arche",1878.0376684092278,11
11563,"Bradford","England","Bike","0.08",1,"FRIDAY","Die Arche",135.76179099743854,16
16183,"Ely","England","Bike","0.56",11,"THURSDAY","Viva con Agua",1173.291,14
9822,"Leeds","England","Run","0.38",8,"MONDAY","Viva con Agua",788.6115027640045,4
6024,"Bristol","England","Bike","1.05",21,"SUNDAY","Viva con Agua",2203.253042132087,9
11580,"Bradford","England","Run","0.05",1,"WEDNESDAY","Die Arche",111.05392197008123,11
16211,"Ely","England","Bike","0.56",11,"MONDAY","Tafel Deutschland",1170.288,14
4989,"Inverness","Scotland","Run","0.57",12,"TUESDAY","Die Arche",1217.7078661236505,6
9823,"Leeds","England","Run","0.40",8,"THURSDAY","Viva con Agua",866.5866419863709,4
11588,"Bradford","England","Run","0.05",1,"SATURDAY","Tafel Deutschland",78.83628445617843,8
6027,"Nottingham","England","Bike","3.29",66,"SUNDAY","Viva con Agua",6898.65244084424,7
16213,"Ely","England","Bike","0.56",11,"TUESDAY","Die Arche",1186.71,15
9836,"Manchester","England","Bike","0.41",8,"SATURDAY","Tafel Deutschland",882.5270781363845,8
11599,"Bradford","England","Run","0.04",1,"TUESDAY","Tafel Deutschland",71.84246476520073,16
16228,"Southampton","England","Bike","0.68",14,"WEDNESDAY","Viva con Agua",1453.872,13
6039,"Oxford","England","Bike","0.95",19,"WEDNESDAY","Tafel Deutschland",2020.0074955952653,9
5059,"Swansea","Wales","Run","0.29",6,"TUESDAY","Die Arche",638.0394290786962,15
9838,"Ely","England","Bike","0.40",8,"SUNDAY","Viva con Agua",856.5452325300793,17
11601,"Bradford","England","Run","0.04",1,"THURSDAY","Tafel Deutschland",73.32461880723832,16
16235,"Liverpool","England","Bike","0.68",14,"FRIDAY","Viva con Agua",1436.5365,15
9839,"Leicester","England","Bike","0.39",8,"SATURDAY","Viva con Agua",822.5383224845408,7
6052,"Coventry","England","Bike","1.39",28,"SUNDAY","Tafel Deutschland",2938.227151463146,5
5152,"Glasgow","Scotland","Run","0.32",6,"SATURDAY","Tafel Deutschland",672.6841954345737,18
11616,"Bradford","England","Run","0.04",1,"TUESDAY","Tafel Deutschland",66.7368738635319,14
16299,"Ely","England","Bike","0.56",11,"THURSDAY","Tafel Deutschland",1170.225,14
9846,"Chichester","England","Run","0.41",8,"THURSDAY","Tafel Deutschland",887.4647930803533,4
6057,"Portsmouth","England","Bike","1.10",22,"SUNDAY","Viva con Agua",2317.0929050209206,9
11628,"Truro","England","Run","0.07",1,"SUNDAY","Die Arche",115.31191438902496,6
16310,"Ely","England","Bike","1.67",11,"FRIDAY","Tafel Deutschland",1172.892,14
9848,"Chichester","England","Run","0.41",8,"THURSDAY","Tafel Deutschland",881.6352581084767,4
5184,"Glasgow","Scotland","Run","0.56",11,"SUNDAY","Die Arche",1192.8606496811335,9
6137,"Sheffield","England","Bike","1.12",23,"SUNDAY","Viva con Agua",2377.449258147961,6
11632,"Bristol","England","Run","0.04",1,"SUNDAY","Tafel Deutschland",75.84670802431339,17
16313,"Leeds","England","Bike","1.85",12,"FRIDAY","Die Arche",1291.7213609757714,13
9920,"Chichester","England","Run","0.40",8,"TUESDAY","Die Arche",837.7607907571868,10
6216,"Birmingham","England","Bike","1.07",21,"SUNDAY","Tafel Deutschland",2237.608553790195,7
11648,"Birmingham","England","Run","0.04",1,"THURSDAY","Die Arche",72.40456111915351,12
5185,"Glasgow","Scotland","Run","0.30",6,"SUNDAY","Die Arche",661.4776857193091,11
9963,"Birmingham","England","Run","0.40",8,"MONDAY","Viva con Agua",847.6893146941302,9
16314,"Carlisle","England","Run","1.83",12,"FRIDAY","Tafel Deutschland",1282.0903318520527,16
6229,"Wakefield","England","Bike","1.67",34,"SUNDAY","Tafel Deutschland",3521.934818683225,6
11713,"Sheffield","England","Run","0.05",1,"THURSDAY","Viva con Agua",110.6104581471011,12
9966,"Coventry","England","Run","0.40",8,"MONDAY","Die Arche",852.4805431282739,9
16379,"Carlisle","England","Run","2.22",11,"THURSDAY","Tafel Deutschland",1172.9304726308253,15
11747,"Bradford","England","Run","0.05",1,"TUESDAY","Tafel Deutschland",100.68542213877802,21
6254,"Newcastle upon Tyne","England","Bike","1.04",21,"SUNDAY","Tafel Deutschland",2187.365936098589,10
5205,"Aberdeen","Scotland","Run","0.30",6,"FRIDAY","Die Arche",641.9604045474838,12
9972,"Winchester","England","Bike","0.40",8,"MONDAY","Die Arche",853.800936559717,15
16393,"Salford","England","Run","1.76",12,"FRIDAY","Die Arche",1228.5,5
11756,"Leicester","England","Run","0.04",1,"SATURDAY","Tafel Deutschland",73.59045189188755,14
6266,"Durham","England","Bike","1.08",22,"SUNDAY","Viva con Agua",2273.302409026144,6
9983,"Leeds","England","Bike","0.41",8,"MONDAY","Tafel Deutschland",886.6758820437228,17
5214,"Glasgow","Scotland","Run","0.48",10,"SATURDAY","Die Arche",1031.7128693031755,7
16394,"Salford","England","Run","2.06",14,"SATURDAY","Tafel Deutschland",1438.5,13
11778,"Brighton and Hove","England","Run","0.05",1,"MONDAY","Tafel Deutschland",97.2078901757939,10
6306,"Peterborough","England","Bike","1.07",21,"SUNDAY","Viva con Agua",2239.160592441067,6
9991,"Stoke-on-Trent","England","Run","0.40",8,"WEDNESDAY","Tafel Deutschland",862.731965503138,8
16426,"Lancaster","England","Run","0.60",12,"THURSDAY","Die Arche",1275.3615,5
11799,"Leeds","England","Bike","0.20",3,"WEDNESDAY","Tafel Deutschland",353.0944543140292,21
6310,"Southampton","England","Bike","0.98",20,"SUNDAY","Viva con Agua",2083.929823197214,10
9993,"Chichester","England","Run","0.40",8,"TUESDAY","Die Arche",840.4789914851932,9
5230,"Edinburgh","Scotland","Run","0.32",6,"MONDAY","Tafel Deutschland",672.8775341530877,4
16461,"Bradford","England","Run","0.70",14,"TUESDAY","Viva con Agua",1487.703,7
11804,"Wells","England","Run","0.08",1,"WEDNESDAY","Viva con Agua",146.63838683444646,5
6326,"Carlisle","England","Bike","5.37",107,"SUNDAY","Tafel Deutschland",11286.995438404207,6
10012,"Bath","England","Run","0.40",8,"THURSDAY","Die Arche",852.2845697255317,6
16468,"Plymouth","England","Bike","1.21",12,"SUNDAY","Deutsche Sporthilfe",1284.4125,14
11813,"Birmingham","England","Run","0.02",1,"THURSDAY","Viva con Agua",58.62473780562346,16
5247,"Glasgow","Scotland","Run","0.72",15,"SUNDAY","Tafel Deutschland",1527.6299460521566,7
10016,"Stoke-on-Trent","England","Run","0.40",8,"THURSDAY","Tafel Deutschland",840.1492806522651,10
6330,"Hereford","England","Bike","1.47",30,"SUNDAY","Die Arche",3104.0480679794173,7
16510,"Leeds","England","Run","0.70",14,"WEDNESDAY","Tafel Deutschland",1483.3665,5
11847,"Bradford","England","Run","0.05",1,"THURSDAY","Tafel Deutschland",100.78005380534368,15
6331,"Birmingham","England","Bike","1.98",40,"SUNDAY","Die Arche",4180.038718055907,9
10029,"Stoke-on-Trent","England","Run","0.40",8,"MONDAY",,855.4466928707111,9
5539,"Belfast","North Ireland","Run","0.28",6,"WEDNESDAY","Die Arche",593.3279738977543,4
16518,"Wakefield","England","Run","0.57",12,"FRIDAY","Die Arche",1212.834,4
11854,"Bradford","England","Run","0.05",1,"SUNDAY","Tafel Deutschland",91.71097497449114,17
10054,"Leicester","England","Bike","0.38",8,"SUNDAY","Viva con Agua",807.937036233445,18
6377,"Manchester","England","Bike","2.08",42,"SUNDAY","Viva con Agua",4370.715249893053,9
11861,"Birmingham","England","Run","0.05",1,"WEDNESDAY","Tafel Deutschland",80.63065206319223,18
16566,"Derby","England","Run","0.59",12,"TUESDAY","Tafel Deutschland",1260,5
6395,"Wolverhampton","England","Bike","1.79",36,"SUNDAY","Tafel Deutschland",3763.555073445001,6
10072,"City of London","England","Run","0.40",8,"FRIDAY","Viva con Agua",868.9692986528953,14
5632,"Belfast","North Ireland","Run","0.29",6,"WEDNESDAY","Die Arche",621.1174303932373,5
11866,"Lichfield","England","Run","0.08",1,"WEDNESDAY","Die Arche",145.67656564079695,6
4258,"Bradford","England","Run","0.30",6,"FRIDAY","Tafel Deutschland",655.5731361049169,15
16567,"Lancaster","England","Run","0.61",12,"TUESDAY","Tafel Deutschland",1310.862,5
6397,"Wakefield","England","Bike","1.61",32,"FRIDAY","Die Arche",3388.027470647195,7
10078,"Chichester","England","Run","0.41",8,"THURSDAY","Viva con Agua",881.6392548184705,3
11868,"Lichfield","England","Run","0.04",1,"WEDNESDAY","Die Arche",66.17916338476007,6
4259,"Chichester","England","Run","0.29",6,"THURSDAY","Die Arche",639.2967290956288,13
16587,"Westminster","England","Bike","0.59",12,"MONDAY","Viva con Agua",1258.8555,14
5798,"Edinburgh","Scotland","Run","0.28",6,"FRIDAY","Die Arche",586.3114277789285,6
6406,"City of London","England","Bike","0.94",19,"SUNDAY","Tafel Deutschland",1996.5403938186548,7
10079,"Chichester","England","Run","0.41",8,"WEDNESDAY","Viva con Agua",888.971489644424,3
11871,"Lichfield","England","Run","0.08",1,"MONDAY","Die Arche",136.60623282694192,16
4266,"Wolverhampton","England","Run","0.28",6,"THURSDAY","Tafel Deutschland",600.7591531455311,15
16600,"Manchester","England","Bike","0.53",11,"THURSDAY","Viva con Agua",1102.857,12
6416,"Ripon","England","Bike","1.95",39,"SUNDAY","Viva con Agua",4115.273364579166,13
10092,"Wakefield","England","Run","0.38",8,"SATURDAY","Viva con Agua",805.4432688270919,9
11874,"Truro","England","Run","0.08",1,"THURSDAY","Die Arche",144.8076116991773,5
5804,"Glasgow","Scotland","Bike","0.93",19,"THURSDAY","Viva con Agua",1944.6137005730316,19
4280,"Liverpool","England","Run","0.28",6,"MONDAY","Die Arche",586.5364430083047,16
16621,"Birmingham","England","Bike","0.70",14,"WEDNESDAY","Tafel Deutschland",1496.397,15
6456,"City of London","England","Bike","0.89",18,"SATURDAY","Die Arche",1870.9178034663223,9
10110,"Leicester","England","Bike","0.40",8,"FRIDAY","Viva con Agua",865.6509017269004,10
11875,"Truro","England","Run","0.07",1,"WEDNESDAY","Die Arche",128.86720682587807,5
4285,"Bradford","England","Run","0.28",6,"SUNDAY","Tafel Deutschland",587.3359784780811,14
16648,"Southampton","England","Bike","0.59",12,"TUESDAY","Tafel Deutschland",1263.36,13
6458,"St. Albans","England","Bike","1.05",21,"SATURDAY","Tafel Deutschland",2197.091796671489,10
10112,"Leicester","England","Bike","0.40",8,"MONDAY","Viva con Agua",866.0181632229344,10
11876,"Truro","England","Run","0.08",1,"THURSDAY","Die Arche",131.92636321080954,6
5812,"Glasgow","Scotland","Bike","0.56",11,"THURSDAY","Viva con Agua",1202.9642044306968,6
4338,"Birmingham","England","Run","0.32",6,"THURSDAY","Die Arche",669.5258816988763,16
16664,"Ely","England","Bike","0.69",14,"WEDNESDAY","Tafel Deutschland",1465.023,15
11878,"Truro","England","Run","0.08",1,"MONDAY","Viva con Agua",141.5223457209655,6
6459,"Manchester","England","Bike","3.20",64,"SATURDAY","Die Arche",6712.649704905646,10
10134,"Oxford","England","Bike","0.39",8,"SUNDAY","Tafel Deutschland",821.3108033085318,18
4342,"Bradford","England","Run","0.28",6,"THURSDAY","Tafel Deutschland",596.7449221474154,17
5814,"Swansea","Wales","Bike","0.28",6,"SUNDAY","Die Arche",607.8420016400522,6
11886,"Bradford","England","Run","0.08",1,"THURSDAY","Viva con Agua",142.71498721750376,8
16680,"Gloucester","England","Bike","0.61",12,"SATURDAY","Tafel Deutschland",1302.63,8
6461,"Southampton","England","Bike","2.83",57,"SUNDAY","Viva con Agua",5968.86437495473,7
10155,"Sunderland","England","Bike","0.40",8,"TUESDAY","Viva con Agua",860.2989375148255,15
4355,"Newcastle upon Tyne","England","Run","0.30",6,"MONDAY","Die Arche",648.7922320077064,16
11888,"Bradford","England","Run","0.08",1,"THURSDAY","Die Arche",142.58215785107683,16
16717,"Sheffield","England","Bike","1.85",12,"TUESDAY","Tafel Deutschland",1297.695,12
10168,"Leeds","England","Run","0.41",8,"SUNDAY","Viva con Agua",884.836412983247,9
6464,"Stoke-on-Trent","England","Bike","0.85",17,"SUNDAY","Tafel Deutschland",1798.9177211570172,13
5816,"Newport","Wales","Bike","0.30",6,"SUNDAY","Die Arche",655.811062546434,7
4365,"Preston","England","Run","0.32",6,"THURSDAY","Tafel Deutschland",662.2964584577193,18
11889,"Bradford","England","Run","0.08",1,"THURSDAY","Tafel Deutschland",143.93991588142475,20
10197,"City of London","England","Run","0.40",8,"SATURDAY","Die Arche",844.984743491566,10
6473,"Sheffield","England","Bike","1.16",23,"SATURDAY","Tafel Deutschland",2466.9368174371093,9
4366,"Preston","England","Run","0.32",6,"THURSDAY","Tafel Deutschland",672.1743819155126,16
16769,"City of London","England","Run","0.54",11,"SUNDAY","Die Arche",1134.7665,7
11890,"Bradford","England","Run","0.05",1,"FRIDAY","Tafel Deutschland",86.04491295187471,11
5819,"Armagh","North Ireland","Bike","0.65",13,"SUNDAY",,1369.059036678545,8
10264,"Leeds","England","Run","0.41",8,"THURSDAY","Die Arche",890.81484970599,8
6474,"Wakefield","England","Bike","1.42",29,"SATURDAY","Tafel Deutschland",3002.3009813830477,9
4367,"Preston","England","Run","0.32",6,"WEDNESDAY","Tafel Deutschland",663.5683436655727,17
11907,"Bristol","England","Run","0.02",1,"MONDAY","Die Arche",60.22059920304309,19
10312,"Leeds","England","Run","0.39",8,"THURSDAY","Die Arche",824.3212050546182,15
6475,"Leeds","England","Bike","2.41",48,"SATURDAY","Tafel Deutschland",5083.495297033352,10
4422,"Nottingham","England","Run","0.28",6,"MONDAY","Die Arche",616.9173064628591,15
16828,"City of London","England","Bike","0.57",12,"WEDNESDAY","Tafel Deutschland",1208.6235,7
5823,"Glasgow","Scotland","Bike","0.57",12,"SUNDAY","Die Arche",1214.3469772494861,9
11909,"Bristol","England","Run","0.04",1,"FRIDAY","Viva con Agua",68.16266341935075,14
10325,"Leeds","England","Run","0.40",8,"TUESDAY","Viva con Agua",840.5862089307982,15
6476,"Oxford","England","Bike","0.91",18,"SUNDAY","Die Arche",1908.8181805189633,5
4499,"Plymouth","England","Run","0.32",6,"THURSDAY","Die Arche",668.6018773077853,16
11911,"Bristol","England","Run","0.04",1,"SUNDAY","Viva con Agua",63.45018463388129,17
10330,"City of London","England","Run","0.38",8,"THURSDAY","Viva con Agua",789.4381261720672,19
6478,"Southampton","England","Bike","2.75",55,"SUNDAY","Viva con Agua",5796.046750007011,7
16882,"Birmingham","England","Run","0.54",11,"THURSDAY","Tafel Deutschland",1126.818,8
5824,"Cardiff","Wales","Bike","1.58",32,"SUNDAY","Die Arche",3310.4234645613674,8
4511,"Bradford","England","Run","0.30",6,"SATURDAY","Tafel Deutschland",645.7145734802577,15
11912,"Bristol","England","Run","0.05",1,"SUNDAY","Viva con Agua",91.29262665878466,20
10334,"Leeds","England","Run","0.38",8,"TUESDAY","Die Arche",797.4677400352238,15
6482,"Brighton and Hove","England","Bike","4.38",88,"SUNDAY","Die Arche",9210.861876533458,8
4531,"Hereford","England","Run","0.28",6,"SATURDAY","Die Arche",577.609052522746,16
11913,"Bristol","England","Run","0.04",1,"WEDNESDAY","Viva con Agua",71.74225037315647,15
5858,"Newport","Wales","Bike","0.30",6,"SUNDAY",,651.4369646517979,7
10344,"Leeds","England","Run","0.41",8,"THURSDAY","Die Arche",885.4430581133424,15
16889,"Birmingham","England","Run","0.53",11,"FRIDAY","Tafel Deutschland",1112.685,5
6499,"St. Albans","England","Bike","1.04",21,"SATURDAY","Tafel Deutschland",2193.7419298859713,9
4543,"Nottingham","England","Run","0.28",6,"MONDAY","Tafel Deutschland",593.7885800301624,15
11914,"Bristol","England","Run","0.05",1,"SATURDAY","Viva con Agua",101.01592928335228,20
10348,"Leeds","England","Run","0.40",8,"SATURDAY","Viva con Agua",865.5635677472778,9
6501,"Manchester","England","Bike","2.29",46,"SATURDAY","Die Arche",4825.062350299896,10
16923,"Preston","England","Bike","0.69",14,"TUESDAY","Die Arche",1460.907,6
4561,"Nottingham","England","Run","0.28",6,"MONDAY","Tafel Deutschland",591.5403348582626,15
5859,"Newport","Wales","Bike","0.68",14,"SUNDAY","Tafel Deutschland",1422.1292118877068,8
11960,"Bradford","England","Run","0.08",1,"TUESDAY","Die Arche",154.12288802851532,16
10358,"City of London","England","Run","0.38",8,"WEDNESDAY","Viva con Agua",801.441395759042,18
6505,"Southampton","England","Bike","2.85",57,"SUNDAY","Viva con Agua",6007.259708665255,7
4571,"Brighton and Hove","England","Run","0.28",6,"SUNDAY","Tafel Deutschland",613.2571203445364,17
11963,"Bradford","England","Run","0.05",1,"FRIDAY","Die Arche",108.85412104965349,10
10375,"Wakefield","England","Run","0.38",8,"FRIDAY","Die Arche",791.360088016936,10
16924,"Preston","England","Bike","0.55",11,"FRIDAY","Tafel Deutschland",1153.5825,7
5865,"Glasgow","Scotland","Bike","1.00",20,"SUNDAY","Die Arche",2103.2945704373105,9
6507,"City of London","England","Bike","1.91",38,"SUNDAY","Viva con Agua",4029.9848033287576,7
10407,"Sheffield","England","Run","0.40",8,"SATURDAY","Die Arche",857.0468808153202,11
4612,"Brighton and Hove","England","Run","0.28",6,"WEDNESDAY","Tafel Deutschland",604.1705941183112,15
11971,"Bradford","England","Run","0.05",1,"TUESDAY","Die Arche",88.71479988008328,6
6509,"Manchester","England","Bike","2.97",60,"SUNDAY","Tafel Deutschland",6264.597554920173,10
10415,"Leicester","England","Run","0.39",8,"TUESDAY","Tafel Deutschland",809.3251442260636,16
16942,"Ely","England","Bike","0.56",11,"THURSDAY","Tafel Deutschland",1171.7475,15
4665,"Brighton and Hove","England","Run","0.32",6,"SATURDAY","Tafel Deutschland",675.6460887271594,11
5878,"Glasgow","Scotland","Bike","0.55",11,"THURSDAY","Die Arche",0,5
12030,"Manchester","England","Run","0.07",1,"THURSDAY","Tafel Deutschland",129.15433764986068,6
6511,"Sheffield","England","Bike","1.63",33,"SUNDAY","Viva con Agua",3433.560178823179,11
10416,"Sheffield","England","Run","0.40",8,"WEDNESDAY","Die Arche",857.9460567457606,16
4720,"Cambridge","England","Run","0.28",6,"THURSDAY","Die Arche",603.6949205132095,10
16951,"Sheffield","England","Bike","0.61",12,"THURSDAY","Tafel Deutschland",1302.4095,15
6518,"Leeds","England","Bike","0.93",19,"SATURDAY","Viva con Agua",1976.3745550003678,6
12070,"Sunderland","England","Run","0.11",1,"SATURDAY","Deutsche Sporthilfe",113.86140919582596,15
10420,"Birmingham","England","Run","0.34",7,"FRIDAY","Die Arche",714.3357760270294,11
6020,"Edinburgh","Scotland","Bike","0.57",12,"SATURDAY","Die Arche",1210.3340427750375,14
4725,"Cambridge","England","Run","0.30",6,"TUESDAY","Tafel Deutschland",643.7280304942486,13
16957,"Stoke-on-Trent","England","Bike","0.68",14,"TUESDAY","Die Arche",1456.749,5
6521,"Leeds","England","Bike","1.47",30,"SATURDAY","Viva con Agua",3105.7622507344345,9
10421,"Wakefield","England","Run","0.41",8,"SATURDAY","Tafel Deutschland",876.766132750029,6
12118,"Bradford","England","Run","0.07",1,"THURSDAY","Tafel Deutschland",126.30018201047628,9
4726,"Cambridge","England","Run","0.30",6,"WEDNESDAY","Tafel Deutschland",654.210070658389,11
16970,"Wakefield","England","Run","0.56",11,"FRIDAY","Tafel Deutschland",1201.6515,4
6038,"Glasgow","Scotland","Run","0.47",10,"WEDNESDAY","Tafel Deutschland",1008.4525606083128,10
6522,"Bristol","England","Bike","1.17",24,"SATURDAY","Viva con Agua",2469.5279826496185,10
12122,"Bradford","England","Run","0.04",1,"FRIDAY","Viva con Agua",64.51917767865649,10
10426,"Leicester","England","Run","0.35",7,"MONDAY","Tafel Deutschland",765.3743172259575,16
4728,"Cambridge","England","Run","0.30",6,"TUESDAY","Tafel Deutschland",659.566557061176,11
16971,"Wakefield","England","Run","0.56",11,"WEDNESDAY","Tafel Deutschland",1175.664,5
6527,"Wakefield","England","Bike","1.53",31,"SATURDAY","Tafel Deutschland",3213.165614478869,4
12125,"Bradford","England","Run","0.07",1,"MONDAY","Viva con Agua",115.19831405599135,10
10457,"Bristol","England","Bike","0.34",7,"THURSDAY",,733.0043081438275,19
4731,"Cambridge","England","Run","0.30",6,"MONDAY","Tafel Deutschland",651.7091061378346,11
6056,"Londonderry","North Ireland","Bike","0.54",11,"SUNDAY","Tafel Deutschland",1132.1540665668028,10
16973,"Wakefield","England","Run","0.56",11,"FRIDAY","Tafel Deutschland",1183.896,5
6532,"Manchester","England","Bike","2.31",46,"SATURDAY","Tafel Deutschland",4878.611571258073,10
10465,"City of London","England","Bike","0.34",7,"SATURDAY",,712.5021140744936,10
12155,"Leeds","England","Run","0.10",1,"SUNDAY","Deutsche Sporthilfe",103.51348632536532,17
4732,"Cambridge","England","Run","0.30",6,"WEDNESDAY","Tafel Deutschland",640.863904267415,11
16976,"Wakefield","England","Run","0.55",11,"FRIDAY","Tafel Deutschland",1164.0615,5
6533,"Southampton","England","Bike","2.85",57,"SUNDAY","Viva con Agua",6000.004134495997,7
10470,"York","England","Run","0.36",7,"SUNDAY","Tafel Deutschland",778.6062222055922,11
12158,"Bristol","England","Run","0.08",1,"SUNDAY","Deutsche Sporthilfe",89.56056139054228,20
6077,"Aberdeen","Scotland","Bike","0.55",11,"SUNDAY","Viva con Agua",1155.1446182776228,10
4734,"Cambridge","England","Run","0.30",6,"FRIDAY","Tafel Deutschland",650.3651648614897,17
16980,"Chichester","England","Run","0.53",11,"SUNDAY","Tafel Deutschland",1119.6045,6
10473,"Portsmouth","England","Bike","0.35",7,"MONDAY",,748.5437945215413,6
12170,"Plymouth","England","Run","0.07",1,"MONDAY","Tafel Deutschland",130.16855166835927,10
6536,"Manchester","England","Bike","3.02",61,"SATURDAY","Tafel Deutschland",6371.182585925908,7
4735,"Cambridge","England","Run","0.30",6,"MONDAY","Tafel Deutschland",645.262809284812,12
6078,"Newport","Wales","Bike","1.53",31,"SUNDAY","Viva con Agua",3222.2987852484493,15
16983,"Chichester","England","Run","0.56",11,"SUNDAY","Tafel Deutschland",1201.7985,7
12185,"Birmingham","England","Run","0.19",3,"MONDAY","Tafel Deutschland",340.5681734319763,20
10479,"Brighton and Hove","England","Run","0.41",8,"FRIDAY",,876.6891378721986,15
6538,"Nottingham","England","Bike","2.56",51,"SUNDAY","Viva con Agua",5368.795649561933,5
4743,"Bradford","England","Run","0.29",6,"MONDAY","Tafel Deutschland",630.8207028982617,14
16992,"Leeds","England","Run","0.55",11,"SUNDAY","Viva con Agua",1156.743,7
12191,"Bradford","England","Run","0.07",1,"TUESDAY",,122.37007196308308,6
6540,"Manchester","England","Bike","3.00",60,"SUNDAY","Die Arche",6290.36291635421,7
10484,"Derby","England","Run","0.34",7,"SATURDAY","Tafel Deutschland",741.3754127658311,7
4840,"Leeds","England","Run","0.28",6,"WEDNESDAY","Die Arche",612.7499974157752,15
6146,"Swansea","Wales","Bike","0.45",9,"SUNDAY","Tafel Deutschland",955.0410569896748,6
12194,"Canterbury","England","Bike","0.07",1,"SUNDAY","Viva con Agua",122.33480768031029,7
6541,"Bradford","England","Bike","1.20",24,"SUNDAY","Tafel Deutschland",2548.3493425625434,7
16996,"Leeds","England","Run","0.53",11,"SUNDAY","Viva con Agua",1116.045,6
10495,"City of London","England","Run","0.40",8,"WEDNESDAY","Viva con Agua",867.0945913177198,16
4852,"Liverpool","England","Run","0.30",6,"SUNDAY","Tafel Deutschland",657.1377061388777,17
12225,"Preston","England","Run","0.07",1,"SUNDAY","Tafel Deutschland",115.79302642786587,8
6151,"Swansea","Wales","Bike","0.92",18,"SUNDAY","Die Arche",1941.3398280700117,9
6546,"Westminster","England","Bike","0.88",18,"SATURDAY","Viva con Agua",1844.4065513305147,11
4911,"Birmingham","England","Run","0.28",6,"MONDAY","Tafel Deutschland",579.9856861120946,12
16999,"Leeds","England","Run","0.53",11,"FRIDAY","Viva con Agua",1119.804,5
10501,"City of London","England","Run","0.40",8,"THURSDAY","Viva con Agua",865.285599146671,16
12250,"Bradford","England","Run","0.04",1,"SUNDAY","Tafel Deutschland",75.9623022458553,16
6547,"Southampton","England","Bike","3.91",78,"SATURDAY","Viva con Agua",8209.968070132036,11
4912,"Birmingham","England","Run","0.28",6,"FRIDAY","Die Arche",586.3981748278425,16
